Year,Current,2022,2021
Market Capitalization,"1,759","1,720","1,696"
Market Cap Growth,-,1.42%,-
Enterprise Value,"1,756","1,716","1,692"
PE Ratio,34.00,24.21,-391.78
PB Ratio,-33.99,-36.45,-16.39
P/FCF Ratio,-922.60,-1324.19,-522.61
P/OCF Ratio,-922.60,-1324.19,-522.61
EV/EBITDA Ratio,30.07,22.81,-393.02
EV/EBIT Ratio,30.07,22.81,-393.02
EV/FCF Ratio,-920.83,-1320.93,-521.33
Current Ratio,0.47,1.22,18.90
Return on Equity (ROE),-95.40%,-117.00%,9.00%
Return on Assets (ROA),3.70%,5.10%,-0.30%
Return on Capital (ROIC),4.20%,5.40%,-0.30%
Earnings Yield,2.92%,4.13%,-0.26%
FCF Yield,-0.11%,-0.08%,-0.19%
Buyback Yield / Dilution,-12.19%,-,
Total Shareholder Return,-12.19%,-,
